ID	URL
420	https://www.campervansforsale.au/listings/new-south-wales-state/newcastle-region/over-3500-kg-gvm/
421	https://www.campervansforsale.au/listings/new-south-wales-state/central-coast-region/over-3500-kg-gvm/
422	https://www.campervansforsale.au/listings/new-south-wales-state/hunter-region/over-3500-kg-gvm/
423	https://www.campervansforsale.au/listings/new-south-wales-state/illawarra-region/over-3500-kg-gvm/
424	https://www.campervansforsale.au/listings/new-south-wales-state/mid-north-coast-region/over-3500-kg-gvm/
425	https://www.campervansforsale.au/listings/new-south-wales-state/coffs-harbour-region/over-3500-kg-gvm/
426	https://www.campervansforsale.au/listings/new-south-wales-state/richmond-tweed-region/over-3500-kg-gvm/
427	https://www.campervansforsale.au/listings/new-south-wales-state/central-west-region/over-3500-kg-gvm/
428	https://www.campervansforsale.au/listings/new-south-wales-state/riverina-region/over-3500-kg-gvm/
429	https://www.campervansforsale.au/listings/queensland-state/brisbane-region/over-3500-kg-gvm/
430	https://www.campervansforsale.au/listings/queensland-state/gold-coast-region/over-3500-kg-gvm/
431	https://www.campervansforsale.au/listings/queensland-state/sunshine-coast-region/over-3500-kg-gvm/
432	https://www.campervansforsale.au/listings/queensland-state/cairns-region/over-3500-kg-gvm/
433	https://www.campervansforsale.au/listings/queensland-state/townsville-region/over-3500-kg-gvm/
434	https://www.campervansforsale.au/listings/queensland-state/toowoomba-region/over-3500-kg-gvm/
435	https://www.campervansforsale.au/listings/queensland-state/wide-bay-region/over-3500-kg-gvm/
436	https://www.campervansforsale.au/listings/queensland-state/mackay-isaac-whitsunday-region/over-3500-kg-gvm/
437	https://www.campervansforsale.au/listings/queensland-state/central-queensland-region/over-3500-kg-gvm/
438	https://www.campervansforsale.au/listings/victoria-state/melbourne-region/over-3500-kg-gvm/
439	https://www.campervansforsale.au/listings/victoria-state/geelong-region/over-3500-kg-gvm/
440	https://www.campervansforsale.au/listings/victoria-state/ballarat-region/over-3500-kg-gvm/
441	https://www.campervansforsale.au/listings/victoria-state/bendigo-region/over-3500-kg-gvm/
442	https://www.campervansforsale.au/listings/victoria-state/mornington-peninsula-region/over-3500-kg-gvm/
443	https://www.campervansforsale.au/listings/victoria-state/latrobe-gippsland-region/over-3500-kg-gvm/
444	https://www.campervansforsale.au/listings/victoria-state/hume-region/over-3500-kg-gvm/
445	https://www.campervansforsale.au/listings/victoria-state/shepparton-region/over-3500-kg-gvm/
446	https://www.campervansforsale.au/listings/victoria-state/warrnambool-and-south-west-region/over-3500-kg-gvm/
447	https://www.campervansforsale.au/listings/south-australia-state/adelaide-region/over-3500-kg-gvm/
448	https://www.campervansforsale.au/listings/south-australia-state/barossa-yorke-mid-north-region/over-3500-kg-gvm/
449	https://www.campervansforsale.au/listings/south-australia-state/south-australia-south-east-region/over-3500-kg-gvm/
450	https://www.campervansforsale.au/listings/tasmania-state/hobart-region/over-3500-kg-gvm/
451	https://www.campervansforsale.au/listings/tasmania-state/launceston-region/over-3500-kg-gvm/
452	https://www.campervansforsale.au/listings/tasmania-state/north-west-region/over-3500-kg-gvm/
453	https://www.campervansforsale.au/listings/western-australia-state/perth-region/over-3500-kg-gvm/
454	https://www.campervansforsale.au/listings/western-australia-state/bunbury-region/over-3500-kg-gvm/
455	https://www.campervansforsale.au/listings/western-australia-state/mandurah-region/over-3500-kg-gvm/
456	https://www.campervansforsale.au/listings/western-australia-state/western-australia-wheat-belt-region/over-3500-kg-gvm/
